brand_model,price,year,mileage,fuel_type,transmission,emission_standard,body_type,region,brand,model
Dacia Sandero Stepway 1.5 dCi 8V 90CV Prestige,6000,201305.0,170000,1,0,5,2.0,7.0,,
RENAULT Mégane 4ª serie - 2017,12000,201712.0,130000,1,0,6,2.0,7.0,,
Fiat 500 500e Berlina 42 kWh La Prima,14500,202012.0,24700,0,1,7,2.0,7.0,fiat,500
Mercedes Benz CLA 200 coupé AMG PREMIUM,32500,202003.0,110000,2,1,6,,7.0,,
Fiat Panda 1.2 Easy,7990,201407.0,85000,2,0,5,2.0,7.0,fiat,panda
Mitsubishi L200 2.5 DI-D/136CV Club Cab Invite,15400,200805.0,237000,1,0,4,4.0,7.0,mitsubishi,l200
JAGUAR E-Pace (X540) - 2018,20500,201906.0,109000,1,1,6,3.0,7.0,jaguar,e-pace
Mini baker street,17500,201906.0,83250,2,1,6,2.0,7.0,,
Volkswagen golf gtd,19000,201612.0,160000,1,1,6,2.0,7.0,volkswagen,golf
Up high 5 porte automatica unico proprietario,6970,201310.0,38000,2,1,5,0.0,7.0,,
Citroen c1 vti,7900,202112.0,61006,2,0,6,6.0,7.0,citroen,c1
Mercedes classe E 2012,7000,201201.0,300000,1,1,5,2.0,7.0,,
Bmw 220 223d 48V Coupé Msport,39900,202311.0,27000,3,1,6,1.0,7.0,,
Mini Cooper SD Countryman Mini 2.0 Cooper SD Count,9900,201110.0,149000,1,0,5,5.0,7.0,mini,cooper
Volkswagen Polo 1.0 TSI Life,17500,202112.0,66991,2,0,6,2.0,7.0,volkswagen,polo
Volkswagen Tiguan 2.0 TDI SCR DSG 4MOTION Business,14800,201710.0,170000,1,1,6,3.0,7.0,volkswagen,tiguan
Audi A4 allroad A4 allroad 40 TDI 204 CV S tronic,24800,202103.0,198000,3,1,6,5.0,7.0,audi,a4
Smart ForTwo 1000 52 kW MHD coupé passion,6800,201108.0,80000,2,2,5,2.0,7.0,smart,fortwo
MERCEDES-BENZ GLA 200 d Premium 4matic auto,37900,202011.0,43484,1,1,6,3.0,7.0,,
SUZUKI ALTO 1.0 BENZINA SOLI 32.000 KM PARI ALL NU,5400,201307.0,32000,2,0,5,2.0,7.0,suzuki,alto
Lancia Ypsilon 1.0 FireFly 5 porte S&S Hybrid...,16450,202401.0,17800,3,0,6,2.0,7.0,lancia,ypsilon
Kia Sportage 1.7 CRDI VGT 2WD Active,10500,201509.0,188000,1,0,6,5.0,7.0,kia,sportage
MINI Mini Countryman F60 - 2019,23000,201901.0,125000,1,1,6,3.0,7.0,mini,countryman
Audi A3 2000cc 140cv TDI,3000,200307.0,185000,1,0,4,2.0,7.0,audi,a3
Smart Fort Two turbo benzina mod. 450,3400,200311.0,149962,2,1,3,,7.0,,
VW T-ROC Cabrio,23800,202006.0,60800,2,0,6,4.0,7.0,,
BMW serie 3 business advantage 48V,24300,202102.0,95000,1,1,6,5.0,7.0,,
Audi Q8 50 TDI 286 CV quattro tiptronic Sport,64400,201912.0,86800,3,1,6,5.0,7.0,audi,q8
Bmw 320d xdrive msport,10900,201401.0,260000,1,1,5,5.0,7.0,,
FIAT Tipo 2.0 i.e. 16V cat 5 porte,11000,199111.0,100000,2,0,1,2.0,7.0,fiat,tipo
Lancia Ypsilon 1.2 platinum,5900,201110.0,77000,2,0,5,2.0,7.0,lancia,ypsilon
VOLKSWAGEN Polo GTI 2.0 TSI DSG GTI,26990,202312.0,9990,2,1,6,2.0,7.0,volkswagen,polo
Audi Q5 2.0 TDI 170 CV quattro S tronic,13900,201009.0,162000,1,1,5,5.0,7.0,audi,q5
Audi TT cabriolet,13900,200904.0,93000,2,1,4,4.0,7.0,audi,tt
Lancia MUSA 1.3 Mjt 95 CV 5th Avenue,4500,201111.0,133000,1,0,5,1.0,7.0,lancia,musa
MERCEDES Classe SLK (R171) SLK 200 Kompressor...,16300,200701.0,73773,2,0,4,4.0,7.0,,
Fiat Panda 1.2 Alessi,3900,200810.0,124000,2,0,4,2.0,7.0,fiat,panda
Nissan Juke 1.5 dCi Start&Stop N-Connecta,12500,201803.0,122000,1,0,6,3.0,7.0,nissan,juke
LANCIA YPSILON 1.2 BENZINA 69CV GARANZIA 12 MESI,3450,201205.0,190000,2,0,5,2.0,7.0,lancia,ypsilon
Volkswagen Golf 2.0 TDI 5p. 4MOTION Highline BlueM,13500,201506.0,148000,1,0,6,2.0,7.0,volkswagen,golf
Volkswagen T-Roc 1.0 TSI Life,21500,202207.0,53181,2,0,6,3.0,7.0,volkswagen,t-roc
Citroen c3 shine,9000,202010.0,76000,2,0,6,0.0,7.0,citroen,c3
Bmw 116 116d 5p. Sport,9000,201310.0,177000,1,0,5,2.0,7.0,,
OPEL Meriva 1ª serie - 2004 Euro 4 neopatentati,1500,200410.0,106000,2,0,4,1.0,7.0,opel,meriva
Fiat Panda 1.3 MJT 16V 4x4 Climbing,4500,200604.0,119000,1,0,4,2.0,7.0,fiat,panda
Bmw 4er Gran Coupe 418d Gran Coupé Sport,16900,201804.0,236000,1,1,6,2.0,7.0,,
Volkswagen Polo 1.0 MPI 5p. Trendline,7600,201609.0,128000,2,0,6,2.0,7.0,volkswagen,polo
Audi Q5 2.0 TDI 170 CV quattro S tronic,11600,201010.0,202000,1,1,5,3.0,7.0,audi,q5
Peugeot 208,14990,202209.0,40000,2,0,6,2.0,7.0,peugeot,208
Autobianchi A112 LX,4900,198311.0,88000,2,0,0,0.0,7.0,,
Fiat Sedici 1.9 MJT 4x2 Emotion,5500,200903.0,103000,1,0,4,3.0,7.0,fiat,sedici
LAND ROVER Discovery Sport I 2020 - Discovery Spor,38900,202204.0,41700,3,1,6,3.0,7.0,land,rover discovery sport
Fiat idea multijet,3000,201011.0,182000,1,0,4,0.0,7.0,fiat,idea
Jaguar XF Luxury,8800,201101.0,164000,1,1,5,2.0,7.0,jaguar,xf
OPEL Agila 1ª serie - 2006,3500,200610.0,118645,2,0,4,6.0,7.0,opel,agila
Mercedes-benz ML 250 ML 250 BlueTEC 4Matic Sport,17900,201212.0,151000,1,1,6,3.0,7.0,,
Volkswagen UP 1.0. Anche per neopatentati,9800,202006.0,68340,2,0,6,2.0,7.0,volkswagen,up
Toyota Yaris 1.0 5 porte Lounge,9800,201610.0,46000,2,0,6,2.0,7.0,toyota,yaris
Land Rover Range Rover Range Rover 3.0 TDV6 HSE,19500,201412.0,227000,1,1,5,3.0,7.0,land,rover range rover
HYUNDAI i10 2ª serie - 2015,6800,201502.0,91500,2,0,5,0.0,7.0,hyundai,i10
Audi A5 3.0 V6 TDI F.AP. quattro Ambiente,9200,200805.0,173000,1,0,4,,7.0,audi,a5
Fiat Panda 1.0 FireFly S&S Hybrid Sport,12900,202204.0,29500,3,0,6,2.0,7.0,fiat,panda
Opel Corsa Opc,5600,200811.0,192418,2,0,4,0.0,7.0,opel,corsa opc
Ford Fiesta Plus 1.0 Benz. ANCHE PER NEOPATENTATI,9500,201805.0,60300,2,0,6,0.0,7.0,ford,fiesta
BMW X3 G01 2021 - X3 xdrive20d mhev 48V Msport aut,53400,202301.0,16183,3,1,6,3.0,7.0,bmw,x3
Volkswagen up! 1.0 5p. move,13300,201905.0,39193,2,0,6,2.0,7.0,volkswagen,up
LAND ROVER - Range Rover Evoque Evoque 2.0 td4,21000,201702.0,53100,1,2,6,3.0,7.0,,
Lancia Ypsilon 1.2 69 CV 5 porte - 2014 Km 60000,8100,201402.0,60000,2,0,6,2.0,7.0,lancia,ypsilon
Hyundai Tucson xtech confort 1600 115 cv,16000,202007.0,85000,1,0,6,3.0,7.0,hyundai,tucson
Toyota C-HR 1.8 HV Trend NUOVA!,28500,202503.0,2490,3,1,6,5.0,7.0,toyota,c-hr
VOLKSWAGEN Golf 6 Diesel,5000,200912.0,280708,1,0,5,0.0,7.0,volkswagen,golf
Ford Kuga 2.5 Full Hybrid 190 CV CVT 2WD ST-Line,23900,202303.0,45859,3,1,6,3.0,7.0,ford,kuga
Fiat Punto benzina,1700,200512.0,175000,2,0,4,0.0,7.0,fiat,punto
New beetle,2300,200306.0,205000,1,0,4,0.0,7.0,,
Fiat Panda 1.0 FireFly S&S Hybrid Trussardi s,12700,202012.0,18000,3,0,6,6.0,7.0,fiat,panda
Mercedes-benz SLK 200 Kompressor cat,12300,200506.0,107000,2,0,4,4.0,7.0,,
"Panda 4x4 diesel multijet eld, rara",6500,200801.0,175000,1,0,5,3.0,7.0,,
Renault r4 850,6000,198303.0,59000,2,0,0,0.0,7.0,,
Toyota Yaris 1.6 Turbo 3 porte GR Yaris Circuit,35900,202109.0,22729,2,0,6,2.0,7.0,toyota,yaris
Kia Niro 1.6 GDi DCT HEV Style,16800,202107.0,71000,3,2,6,5.0,7.0,kia,niro
Fiat Punto 1.2 8V 5 porte Street,6500,201407.0,65000,2,0,6,2.0,7.0,fiat,punto
Fiat Panda 1.3 MJT 16V 4x4,5500,200705.0,195400,1,0,4,2.0,7.0,fiat,panda
Toyota C-HR 1.8 Hybrid Active anno 2022,19500,202204.0,69998,2,1,6,3.0,7.0,toyota,c-hr
Ford Fiesta 1.2 16V 5p. Ambiente,1200,200405.0,214000,2,0,4,2.0,7.0,ford,fiesta
VOLKSWAGEN Caddy 1.6 TDI 102 CV Gancio traino,10990,201606.0,82000,1,0,5,1.0,7.0,volkswagen,caddy
Renault Clio 1.2 16V 5 porte Yahoo! OK NEOPATENTAT,4700,201106.0,139000,2,0,5,2.0,7.0,renault,clio
Fiat panda 4x4 1.3 diesel 2008 Neopatentato,3700,200812.0,150000,1,0,4,0.0,7.0,fiat,panda 4x4
AUDI A4 4ª serie - 2018,26500,201802.0,82000,1,1,6,5.0,7.0,audi,a4
Volkswagen Golf 1.6 5p. Comfortline,2000,200812.0,252000,2,0,4,2.0,7.0,volkswagen,golf
VOLKSWAGEN Golf R 2.0 TSI DSG 4MOTION 5p. BMT,28990,201802.0,83500,2,1,6,2.0,7.0,volkswagen,golf
Volkswagen Tiguan 2.0 TDI 4MOTION Off Road,22000,201612.0,145000,1,0,6,3.0,7.0,volkswagen,tiguan
Alfa Romeo 33 1.3 IE Imola CLIMA ASI,7800,199211.0,99000,2,0,1,2.0,7.0,,
Land Rover Defender 90 2.5 Td5 Station Wagon,30900,200207.0,103000,1,0,3,5.0,7.0,land,rover defender
FIAT Panda 3ª serie - 2008,3300,200804.0,142000,2,0,4,0.0,7.0,fiat,panda
Fiat Panda 1.2,7500,201701.0,98324,2,0,6,0.0,7.0,fiat,panda
Abarth 500 - 2012,9900,201205.0,180000,2,1,5,4.0,7.0,,
Fiat Panda 1.2 Pop Van 2 posti,4500,201307.0,99000,2,0,5,2.0,7.0,fiat,panda
Mercedes-Benz Classe C C SW 220 d mhev Sport auto,36000,202203.0,26462,3,1,6,5.0,7.0,,
Fiat 500 1.0 Hybrid Hey Google,12400,202106.0,54900,3,0,6,2.0,7.0,fiat,500
Citroen C3 PureTech 83 S&S Live Adatta Neopatentat,12900,202103.0,21000,2,0,6,2.0,7.0,citroen,c3
Volkswagen Passat Alltrack 2.0 TDI DSG 4motion Blu,8300,201310.0,190000,1,1,5,5.0,7.0,volkswagen,passat
BMW Serie 3 (F30/31) - 2015,14990,201505.0,133500,1,0,6,2.0,7.0,,
Volkswagen Polo 1.0 Life,18300,202311.0,23900,2,0,6,2.0,7.0,volkswagen,polo
Fiat 500 1.0 Hybrid Dolcevita,14290,202209.0,19000,3,0,6,2.0,7.0,fiat,500
JAGUAR E-Pace 2021 - E-Pace 2.0d i4 mhev R-Dynamic,31900,202111.0,67687,3,1,6,3.0,7.0,jaguar,e-pace
Fiat Panda Cross 1.0 FireFly S&S Hybrid,11800,202010.0,4000,3,0,6,2.0,7.0,fiat,panda cross
Lancia Ypsilon 1.3 MJT 16V 95 CV 5 porte S&S Gold,10690,201806.0,78000,1,0,6,2.0,7.0,lancia,ypsilon
Kia Niro Tri-Fuel 1.6 GDi DCT HEV GPL Style,31500,202410.0,5000,3,2,6,1.0,7.0,kia,niro
Opel Combo Life 1.5D 130 CV S&S Elegance,19800,202201.0,58000,1,0,6,1.0,7.0,opel,combo life
Fiat 500 1.2 150° anniversario,6500,201107.0,109000,2,0,5,2.0,7.0,fiat,500
Megane Scenic,1000,200707.0,140000,1,0,3,1.0,7.0,,
Renault Megane Mégane 1.5 dCi 110CV SporTour Attra,3000,201101.0,158000,1,0,5,5.0,7.0,renault,megane
Mercedes-Benz Classe C C SW 220 d mhev Sport auto,36000,202203.0,26462,3,1,6,5.0,7.0,,
Volkswagen T-Roc 1.5 TSI ACT Style,23900,202204.0,34585,2,0,6,3.0,7.0,volkswagen,t-roc
LAND ROVER Defender - 2005,30000,200508.0,230000,1,0,3,5.0,7.0,land,rover defender
Ford Puma 1.0 EcoBoost 125 CV S&S ST-Line X,15500,202001.0,90000,2,0,6,5.0,7.0,ford,puma
Fiat 500 1.0 Hybrid Dolcevita Interni in Pelle Nav,12900,202201.0,28000,3,0,6,2.0,7.0,fiat,500
Peugeot 308 BlueHDi 120 S&S SW Allure,10500,201609.0,101000,1,0,6,5.0,7.0,peugeot,308
Fiat Panda 1.0 FireFly S&S Hybrid City Life Unico,10900,202112.0,38000,3,0,6,2.0,7.0,fiat,panda
Ford Puma 1.0 EcoBoost Hybrid 125 CV S&S ST-Line,20900,202112.0,21000,3,0,6,5.0,7.0,ford,puma
BMW Serie 4 Coupé M440i Coupe mhev 48V xdrive...,44900,202111.0,100093,3,1,6,,7.0,,
Audi A4 Avant 2.0 TDI 143CV F.AP. Ambiente,5900,200902.0,160000,1,0,4,5.0,7.0,audi,a4
Fiat Panda Cambio Automatico,4300,200912.0,125000,2,1,4,2.0,7.0,fiat,panda
Audi A3 Cabrio 2.0 16V TFSI S tr. Ambition SLINE,6000,200807.0,168800,2,1,4,4.0,7.0,audi,a3
Opel Corsa 1.3 CDTI 95CV fa fumo probabile turbina,400,201005.0,160000,1,0,4,2.0,7.0,opel,corsa
Ford Fiesta 6a unico proprietario,4500,201401.0,170000,1,0,5,0.0,7.0,ford,fiesta
Fiat Panda 1.2 Lounge,10990,202005.0,37000,2,0,6,2.0,7.0,fiat,panda
HYUNDAI SANTA FE 2.2 CRDI AUTOMATICO FULL 2009 7PO,1299,200912.0,256000,1,1,4,3.0,7.0,hyundai,santa fe
Kia Sportage 1.6 TGDi PHEV AWD AT GT-line,35890,202308.0,16500,3,1,6,3.0,7.0,kia,sportage
Mercedes-Benz Classe C C SW 220 d mhev Sport auto,36000,202203.0,26462,3,1,6,5.0,7.0,,
Volkswagen T-Roc 1.5 TSI ACT DSG Style BlueMo...,21900,202010.0,43836,2,1,6,3.0,7.0,volkswagen,t-roc
Fiat Panda Cross 1.0 FireFly S&S Hybrid,13300,202312.0,19000,3,0,6,2.0,7.0,fiat,panda cross
Mercedes-Benz GLC Coupé GLC Coupe 220 d Advan...,63000,202401.0,65836,3,1,6,3.0,7.0,,
VENDIAMO CHEVROLET MATIZ 0.8 GPL/BENZINA - NEOPATE,2500,200711.0,151000,4,0,4,2.0,7.0,,
Peugeot 307 2.0 16V CC Tecno,4900,200605.0,110000,2,1,4,4.0,7.0,peugeot,307
Eos 2000 tdi,3000,200506.0,270000,1,0,4,4.0,7.0,,
Ford Puma 1.0 EcoBoost Hybrid 125 CV S&S ST-Line,15800,202201.0,70000,3,0,6,1.0,7.0,ford,puma
ALFA ROMEO MITO 1.4 BENZINA 78cv NEOPATENTATI PERF,4900,200905.0,89990,2,0,5,2.0,7.0,alfa,romeo mito
DAIMLER SIX XJ,1490,198701.0,4999,2,1,1,2.0,7.0,,
Ford Kuga 2.0 TDCI 150 CV S&S 4WD Titanium,13500,201705.0,149000,1,1,6,5.0,7.0,ford,kuga
BUICK ESTATE WAGON,1990,198801.0,4999,2,1,1,5.0,7.0,,
MERCEDES-BENZ C220cdi BERLINA AUTOMATICA PERFETTA,2200,200506.0,419000,1,1,4,2.0,7.0,,
Peugeot 308 THP 205 S&S GT ritiro usato,6500,201511.0,100000,2,0,6,2.0,7.0,peugeot,308
FIAT PANDA 1.2 BENZINA 69cv 5 POSTI PERFETTA,10900,201902.0,14990,2,0,6,2.0,7.0,fiat,panda
Fiat 500L 1.3 Multijet 95 CV Business Adatta Neopa,10900,201703.0,82000,1,0,6,1.0,7.0,fiat,500l
Smart mhd cabrio,5200,200904.0,69700,2,1,4,6.0,7.0,,
VW PASSAT VARIANT 2.0TDI 150cv HIGHLINE PERFETTA,12500,201601.0,169000,1,0,6,5.0,7.0,,
Jeep Compass 2.0 Multijet II aut. 4WD Limited Unic,16900,201911.0,119000,1,1,6,5.0,7.0,jeep,compass
AUDI Q5 40 TDI QUATTRO S TRONIC S LINE INTERNO ED,39900,201903.0,96500,1,2,6,5.0,7.0,audi,q5
Alfa Romeo MiTo 1.3 JTDm 85 CV pronta consegna,2900,201503.0,199000,1,0,5,2.0,7.0,alfa,romeo mito
Suzuki Splash 1.2 GPL GLS Safety Pack GPL appena f,2800,201002.0,130000,4,0,4,1.0,7.0,suzuki,splash
AUDI A4 Avant 40 TDI quattro S tronic,21990,201908.0,88000,1,1,6,5.0,7.0,audi,a4
Volkswagen up! 1.0 75 CV 3p. high up! Perfetta di,4500,201211.0,125000,2,0,5,,7.0,volkswagen,up
Citroen C1 1.0 3 porte AMIC1,3490,200610.0,111000,2,0,4,2.0,7.0,citroen,c1
Opel Tigra TwinTop 1.4 16V Sport,3500,200805.0,164000,2,0,4,4.0,7.0,opel,tigra
Ford EcoSport 1.0 EcoBoost 125 CV Start&Stop Titan,16900,202109.0,5759,2,0,6,2.0,7.0,ford,ecosport
Lancia Ypsilon 1.2 69 CV 5 porte Silver,8990,201604.0,64000,2,0,6,2.0,7.0,lancia,ypsilon
Suzuki Baleno 1.0 Boosterjet S,6500,201701.0,124000,2,0,6,2.0,7.0,suzuki,baleno
Ford Kuga 2.0 tdci Titanium 4wd s&s 150cv pow...,11800,201603.0,118697,1,1,6,3.0,7.0,ford,kuga
CITROEN BX 1.4,990,198801.0,4999,2,0,1,2.0,7.0,,
FIAT Bravo/Brava - 2007,3500,200704.0,109000,1,0,4,0.0,7.0,fiat,bravo
Peugeot 206 Plus 1.1 neopatentati,4800,201011.0,44000,2,0,4,2.0,7.0,peugeot,206
FIAT 1100 D,1990,196304.0,4999,2,0,1,2.0,7.0,,
Ford Kuga 2.0 tdci Titanium 4wd s&s 150cv pow...,11800,201603.0,118697,1,1,6,3.0,7.0,ford,kuga
Ford Kuga 2.0 tdci Titanium 4wd s&s 150cv pow...,11800,201603.0,118697,1,1,6,3.0,7.0,ford,kuga
FIAT RITMO CABRIO 85 S,1490,198403.0,4999,2,0,2,4.0,7.0,,
Peugeot 3008 GT Line,12500,201705.0,186045,1,0,6,3.0,7.0,peugeot,3008
MATHIS TY,15900,193401.0,4999,2,0,3,,7.0,,
PEUGEOT 308 1.6 THP 200CV 5p. GTi,9300,201105.0,107300,2,0,5,2.0,7.0,peugeot,308
600 1.1 50th anniversary,1450,200511.0,76600,2,0,4,0.0,7.0,,
Suzuki Ignis 1.2 Hybrid Top 83CV,14900,202101.0,46277,3,0,6,2.0,7.0,suzuki,ignis
"Peugeot 206cc , in buone condizioni, gomme nuove",700,200609.0,185000,1,0,4,4.0,7.0,,
VOLKSWAGEN Polo 1.2 TDI 5p. Trendline,5290,201204.0,162162,1,0,5,2.0,7.0,volkswagen,polo
Opel Meriva 1.6 CDTI 110CV euro6 - 2014,5800,201405.0,130000,1,0,6,1.0,7.0,opel,meriva
RENAULT Modus 1.5 dCi 70CV Gran Confort Van,3490,200905.0,197460,1,0,4,1.0,7.0,renault,modus
PEUGEOT 308 2ª serie - 2015,8000,201504.0,115,1,0,5,2.0,7.0,peugeot,308
Bmw 220d coupé msport 190cv automatica euro6,16500,201812.0,175000,1,0,6,,7.0,,
Suzuki grand vitara 4x4 1.6 benz km 109000,6500,201212.0,109000,2,0,5,,7.0,suzuki,grand vitara
Suzuki sj500 jap,5000,198604.0,130000,2,0,0,3.0,7.0,,
PORSCHE Panamera 3.0 Diesel Platinum Edition,34290,201208.0,155000,1,1,5,2.0,7.0,porsche,panamera
Mini Countryman Cooper All4,19000,201703.0,55000,1,1,6,3.0,7.0,mini,countryman
CHRYSLER PT Cruiser 2.4 turbo GT Cabrio,8490,200406.0,111256,2,0,3,4.0,7.0,chrysler,pt cruiser
Lancia Ypsilon 0.9 TwinAir 85 CV km 25.000 tetto F,7999,201202.0,25000,2,2,5,2.0,7.0,lancia,ypsilon
Volkswagen Golf GTE 1.4 245cv Plug In,25900,202105.0,53000,3,1,6,2.0,7.0,volkswagen,golf
Toyota C-HR 2.0 Hybrid E-CVT Trend 184CV.,19500,202012.0,48254,3,1,6,5.0,7.0,toyota,c-hr
Vendita Automobile,18500,201403.0,206,1,1,5,3.0,7.0,,
BMW 520d xDrive Sport,27900,201806.0,109169,1,1,6,2.0,7.0,,
ALFA ROMEO MiTo 1.3 JTDm,9900,201803.0,60000,1,0,6,2.0,7.0,alfa,romeo mito
Peugeot 207 TRATTABILE,2300,200903.0,121000,2,0,4,0.0,7.0,peugeot,207
Nissan qashqai,6500,201007.0,77000,2,0,4,2.0,7.0,nissan,qashqai
Porsche Boxster 987 S,38987,201010.0,123600,2,1,5,4.0,7.0,porsche,boxster
Volkswagen Taigo 1.0 TSI DSG Life,21500,202210.0,19878,2,1,6,2.0,7.0,volkswagen,taigo
Audi a3 ultra sportback sline,14000,201505.0,141000,1,0,6,2.0,7.0,audi,a3
Fiat Panda Cross 1.0 FireFly S&S Hybrid,11700,202104.0,49000,3,0,6,2.0,7.0,fiat,panda cross
Bmw 440 M440d 48V xDrive Coupé,48900,202112.0,61500,3,1,6,,7.0,,
Alfa Romeo mito 1.4 135cv,5900,201006.0,90000,2,0,5,2.0,7.0,alfa,romeo mito
Ford Focus 1.6 120 CV GPL Titanium,4500,201406.0,230000,4,0,5,2.0,7.0,ford,focus
Fiat Panda Hybrid Cross nera,17000,202402.0,17000,2,0,6,0.0,7.0,fiat,panda
Audi A4 Avant 35 TDI S tronic,16900,201811.0,200000,1,2,6,5.0,7.0,audi,a4
Opel Corsa 1.2 edition / anno 2020 / km 2820,10800,202010.0,2820,2,0,6,0.0,7.0,opel,corsa
Peugeot 308 cc,5700,201205.0,162002,1,0,5,4.0,7.0,peugeot,308
Ford Focus 1.0 EcoBoost Hybrid 125 CV 5p. Active D,18490,202206.0,30000,3,0,6,2.0,7.0,ford,focus
Smart mattrunner,14000,202309.0,12000,0,1,7,0.0,7.0,,
BMW Serie 2 F44 Gran Coupe - 220d Gran Coupe Mspor,35400,202407.0,25053,1,1,6,2.0,7.0,,
Volkswagen Tiguan 1.6 TDI SCR Business BlueMotion,16900,201702.0,131000,1,0,6,5.0,7.0,volkswagen,tiguan
Jeep Renegade T-Jet 2018 GPL,17500,201806.0,100000,4,0,6,3.0,7.0,jeep,renegade
Audi A6 RS 6 Avant 4.0 TFSI V8 quattro tiptronic,89800,202109.0,56000,3,1,6,5.0,7.0,audi,a6
Audi s3,15000,200604.0,149000,2,0,4,2.0,7.0,audi,s3
LANCIA Musa 1.3 MJT 90 CV Oro Plus,4590,200802.0,144000,1,1,4,1.0,7.0,lancia,musa
Audi A6 Avant 2.0 TDI 190 CV ultra S tronic Busine,20900,201809.0,182000,1,1,6,5.0,7.0,audi,a6
Dacia Logan MCV 1.5 dCi 85CV 7 posti Lauréate,2900,200809.0,207000,1,0,4,5.0,7.0,,
Lancia Ypsilon 1.2 69 CV 5 porte Platinum,7900,201604.0,60000,2,0,6,2.0,7.0,lancia,ypsilon
Fiat Panda 1.2 EasyPower Lounge,6800,201605.0,85000,4,0,6,2.0,7.0,fiat,panda
Volkswagen Golf Cabriolet Golf Cabriolet 1.6 TDI,8900,201108.0,177000,1,0,5,4.0,7.0,volkswagen,golf
Opel Corsa E,5900,201505.0,145000,1,0,6,2.0,7.0,opel,corsa
Dacia Duster 1.5 Blue dCi 8V 115 CV 4x2 Extreme,16000,202204.0,55000,1,0,6,5.0,7.0,,
Peugeot 308 2.0 HDi 5p. Féline,2500,200805.0,198000,1,0,4,2.0,7.0,peugeot,308
Volkswagen T-Cross 1.0 TSI 115 CV Style BMT,14990,201905.0,32000,2,0,6,3.0,7.0,volkswagen,t-cross
Jeep Compass 1.6 Multijet II 2WD Limited,13900,201811.0,148000,1,0,6,3.0,7.0,jeep,compass
500L 1.3 mjt,6700,201401.0,109000,1,0,5,1.0,7.0,,
Renault Clio TCe 12V 75 CV 5 porte Moschino Intens,8900,201904.0,70000,2,0,6,2.0,7.0,renault,clio
Fiat Punto 1.4 8V 3 porte Easypower Lounge GPL,5500,201405.0,125000,4,0,6,2.0,7.0,fiat,punto
Gla 200d,11000,201712.0,220,1,1,6,3.0,7.0,,
Smart ForTwo 90 0.9 Turbo Passion,11500,201605.0,79000,2,1,6,6.0,7.0,smart,fortwo
Mercedes-benz A 180 A 180 CDI Elegance,3500,200601.0,198000,1,0,4,2.0,7.0,,
Citroen Nemo 1.4 Multispace,3900,200911.0,119000,2,0,4,1.0,7.0,citroen,nemo
Bmw X4 xDrive20d xLine,17500,201601.0,169000,1,1,6,3.0,7.0,bmw,x4
Volkswagen T-Roc 1.0 TSI Life,24459,202306.0,18577,2,0,6,3.0,7.0,volkswagen,t-roc
Fiat Punto Classic 1.2 5 porte Active,2000,200904.0,199000,2,0,4,2.0,7.0,fiat,punto
Mercedes-benz B 180 B 180 d Automatic Premium AMG,19900,202104.0,179000,1,2,6,1.0,7.0,,
Bmw 116 116d 5p. Urban,9500,201406.0,184000,1,1,5,2.0,7.0,,
Volvo V50 2.0 D cat Momentum,3800,201001.0,230000,1,0,4,5.0,7.0,volvo,v50
Peugeot 107 1.0 68CV 3p. Access,6500,201304.0,80000,2,0,5,2.0,7.0,peugeot,107
Jeep Renegade 1.6 Mjt DDCT 120 CV Limited,18500,202003.0,45000,1,0,6,3.0,7.0,jeep,renegade
RENAULT Captur 1ª serie - 2017,10500,201709.0,109000,1,1,6,3.0,7.0,renault,captur
Golf 6,5500,201001.0,170,1,0,5,0.0,7.0,,
Fiat 500 1.2 Lounge,5490,200805.0,130000,2,0,4,2.0,7.0,fiat,500
Volkswagen Passat Variant 2.0 TDI Comfortline Blue,13900,201606.0,121000,1,1,6,5.0,7.0,volkswagen,passat
Alfa Romeo MiTo 1.4 78 CV 8V S&S,6900,201801.0,96000,2,0,6,2.0,7.0,alfa,romeo mito
Mercedes-benz A 180 CDI Avantgarde Perfetta Neopat,3000,201110.0,230000,1,0,4,2.0,7.0,,
Audi A6 Avant 3.0 V6 TDI 233cv quattro tiptronic A,3700,200707.0,330000,1,1,4,5.0,7.0,audi,a6
Fiat 500 1.2 Lounge,8990,201608.0,95000,2,0,6,2.0,7.0,fiat,500
Fiat Panda 1.2 Easy,7290,201607.0,111000,2,0,6,2.0,7.0,fiat,panda
Golf 8.5 2.0 DSG tdi 150 cv Edition plus,33500,202409.0,22400,1,1,6,2.0,7.0,,
Emc Wave 3 1.5T CVT LUXURY PELLE/TETTO/FULL,18900,202310.0,26000,4,1,6,3.0,7.0,,
Bmw 320 320d cat xDrive Touring Attiva 4x4,5300,200912.0,198000,1,0,4,5.0,7.0,,
Peugeot 107 1.0 68CV 5p. Active,5300,201202.0,98500,2,0,5,2.0,7.0,peugeot,107
Fiat Panda 1.0 FireFly S&S Hybrid,11200,202205.0,24000,3,0,6,2.0,7.0,fiat,panda
Kia Sportage 1.6 GDI 2WD Active,5990,201103.0,149000,2,0,5,3.0,7.0,kia,sportage
Bmw 525 525d xDrive Touring Luxury,18900,201601.0,109000,1,1,6,5.0,7.0,,
Volkswagen Golf 1.5 TGI 5p. Executive Metano / Ben,7800,201906.0,259000,5,0,6,2.0,7.0,volkswagen,golf
