brand_model,price,year,mileage,fuel_type,transmission,emission_standard,body_type,region,brand,model
Toyota Aygo 1.0 12V VVT-i 5 porte Lounge Connect M,4350,201209.0,112000,2,0,5,2.0,6.0,toyota,aygo
TESLA Model 3 208cv(498cv) LONG RANGE DUAL MOTOR,28800,202005.0,101379,0,1,7,2.0,6.0,tesla,model 3
OPEL Corsa 1.4 90CV GPL Tech 120 anniversary,9500,201909.0,120000,2,0,6,0.0,6.0,opel,corsa
Citroen C5 tourer dynamic 2009 gancio traino,3500,200902.0,230000,1,1,4,5.0,6.0,citroen,c5
Opel Astra 1.4 Turbo 125 CV Start&Stop 5p. Dynamic,9990,201912.0,69500,2,0,6,2.0,6.0,opel,astra
Volkswagen T-Roc 2.0 tdi R-Line DSG 150cv*Panorama,39999,202408.0,16000,1,1,6,3.0,6.0,volkswagen,t-roc
Jeep Renegade 1.6 Mjt 130 CV Longitude,17900,202201.0,102500,1,0,6,3.0,6.0,jeep,renegade
Lancia Ypsilon 1.0 FireFly 5 porte S&S Hybrid Ecoc,10999,202106.0,57400,3,0,6,2.0,6.0,lancia,ypsilon
Citroen C3 1.2 puretech Feel 82cv neopatentati,8490,201911.0,105368,2,0,6,2.0,6.0,citroen,c3
Peugeot 208 BlueHDi 75 5 porte Allure,7490,201606.0,149500,1,0,6,2.0,6.0,peugeot,208
Opel Adam Rocks 1.2 2016,7000,201602.0,105000,2,0,6,6.0,6.0,opel,adam
Mg zs ev - 2023,18000,202311.0,7000,2,0,6,3.0,6.0,mg,zs ev
Volkswagen Golf 1.5 eTSI 150 CV EVO ACT DSG R-Line,27900,202206.0,24500,3,1,6,2.0,6.0,volkswagen,golf
Toyota Aygo 1.0 VVT-i 72 CV 5 porte x-play MMT LED,9900,201902.0,20000,2,0,6,2.0,6.0,toyota,aygo
FORD C-MAX Powershift Titanium,10900,201710.0,236800,1,0,6,5.0,6.0,ford,c-max
Nissan Qashqai 1.6 dCi 4WD Acenta,11900,201605.0,93000,1,0,6,3.0,6.0,nissan,qashqai
Mini One Benzina 3 porte 1.5 Navi Led PDC MAnuale,17999,202204.0,39000,2,0,6,2.0,6.0,mini,one
Opel Mokka X 1.4 Turbo GPL Tech 140CV 4x2 Business,13800,201811.0,85000,4,0,6,3.0,6.0,opel,mokka
Mini Cooper D Countryman 2.0 BUSINESS AUTOMATICA,8500,201409.0,180000,1,1,6,3.0,6.0,mini,cooper
Opel Crossland X 1.2 2020 S&S 83cv,10800,202001.0,78146,2,0,6,3.0,6.0,opel,crossland x
Citroen C1 1.0 5 porte Perfect soli 31 mila km,5200,201001.0,31512,2,0,4,2.0,6.0,citroen,c1
Fiat 500L 1.4 95 CV S&S Connect,13490,202111.0,49000,2,0,6,2.0,6.0,fiat,500l
Citroen C5 Aircross BlueHDi 130 S&S EAT8 Shine,16300,201910.0,83000,1,1,6,3.0,6.0,citroen,c5 aircross
Renault Megane Mégane Sporter Blue dCi 115 CV Busi,14990,202006.0,64000,1,0,6,5.0,6.0,renault,megane
Mini Cooper,2000,200401.0,215000,2,0,4,0.0,6.0,mini,cooper
Fiat Panda 1.1 benzina - POCHI KM - 2005,2990,200505.0,115000,2,0,4,2.0,6.0,fiat,panda
Volkswagen Touran 1.6 TDI DSG Comfortline,9490,201502.0,179000,1,2,5,1.0,6.0,volkswagen,touran
"smart forfour 90 Turbo twinamic Passion, RETR...",14500,201912.0,36973,2,1,6,2.0,6.0,smart,forfour
Opel Astra GTC Unico proprietario,1990,201009.0,149000,1,0,4,0.0,6.0,opel,astra gtc
Ford Kuga 1.5 EcoBlue 120 CV aut. 2WD ST-Line X,20990,202012.0,62000,1,1,6,3.0,6.0,ford,kuga
Fiat 500 1.0 Hybrid Connect,12490,202103.0,10000,3,0,6,2.0,6.0,fiat,500
Jaguar I-Pace EV 90 kWh 400 CV Auto AWD SE,28890,201907.0,90000,0,1,7,3.0,6.0,jaguar,i-pace
PEUGEOT 3008 GT PACK 1.5 BlueHDi 130,18500,202105.0,130000,1,1,6,3.0,6.0,peugeot,3008
Peugeot 3008 BlueHDi 130 S&S EAT8 GT Line,20990,202001.0,87000,1,1,6,3.0,6.0,peugeot,3008
Nissan Qashqai MHEV 158 CV Xtronic Premiere E...,24900,202107.0,29411,3,2,6,3.0,6.0,nissan,qashqai
Toyota Corolla Touring Sports 1.8 Hybrid Style,18500,202009.0,59089,3,1,6,5.0,6.0,toyota,corolla
Jeep Renegade,10000,201508.0,169000,1,0,6,3.0,6.0,jeep,renegade
Renault Espace Blue dCi 190CV EDC Executive 4Contr,26900,202107.0,65000,1,2,6,1.0,6.0,renault,espace
Alfa Romeo Giulia 2.2 Turbodiesel 190 CV AT8 Sprin,26400,202110.0,98000,1,1,6,2.0,6.0,alfa romeo,romeo giulia
Bmw X2 xDrive25e Business-X,27300,202206.0,36000,3,1,6,3.0,6.0,bmw,x2
Jeep Compass 2.0 Multijet II aut. 4WD Limited,18900,201905.0,70000,1,1,6,3.0,6.0,jeep,compass
Volkswagen Touran 1.6 TDI DSG Comfortline,8990,201502.0,179000,1,2,5,1.0,6.0,volkswagen,touran
Fiat 500X 1.6 MultiJet 120 CV Business,8900,201502.0,137000,1,0,6,5.0,6.0,fiat,500x
Renault Clio SCe 65 CV 5 porte Equilibre,12900,202303.0,34000,2,0,6,2.0,6.0,renault,clio
Bmw X1 sDrive18i xLine,17900,202001.0,120000,2,0,6,3.0,6.0,bmw,x1
RENAULT Grand Scenic DCI 110CV EDC ENERGY SPORT,14700,201806.0,120000,1,1,6,1.0,6.0,renault,grand scenic
Volkswagen Golf Plus 1.6 TDI DPF Trendline,3490,201204.0,249000,1,0,5,2.0,6.0,volkswagen,golf
Tesla Model S Model S 85kWh Base,23300,201412.0,136000,0,1,7,2.0,6.0,tesla,model s
Bmw X4 xdrive20d Aut Msport Tetto UNIPRO IVA DEDUC,34900,201904.0,99000,1,1,6,3.0,6.0,bmw,x4
Ford Fiesta 1.1 75 CV 5 porte Titanium,12990,202303.0,40000,2,0,6,2.0,6.0,ford,fiesta
FIAT 500 1.2cc EURO6 69cv TETTO PANORAMA CERCHI,8300,201610.0,59365,2,0,6,0.0,6.0,fiat,500
Bmw X1 xDrive18d xLine,18800,201801.0,100000,1,1,6,3.0,6.0,bmw,x1
OPEL ASTRA 1.7 CDTI 125CV SPORTS TOURER COSMO,5600,201106.0,226000,1,0,5,5.0,6.0,opel,astra
FIAT 500L Living - 2018 KM CERTIFICATI,7999,201812.0,269000,1,0,6,5.0,6.0,fiat,500l
Splendida audi tt 1.8 tsfi s line,11800,201012.0,170000,2,0,5,,6.0,audi,tt
Alfa Romeo Giulia 2.2 Turbodiesel 160 CV AT8 Busin,24400,202103.0,68000,1,1,6,2.0,6.0,alfa romeo,romeo giulia
Fiat Tipo 1.6 Mjt S&S SW Business,8900,201709.0,99000,1,0,6,5.0,6.0,fiat,tipo
Smart ForTwo 1000 52 kW coupé passion,4800,201203.0,130000,2,1,4,2.0,6.0,smart,fortwo
Opel Grandland 1.5 diesel Ecotec aut. Business Ele,21490,202211.0,65000,1,1,6,3.0,6.0,opel,grandland
Ford Puma 1.0 ecoboost h ST-Line X s&s 125cv,14600,202001.0,77206,3,0,6,3.0,6.0,ford,puma
Peugeot 308 BlueHDi 130 S&S SW Allure,20790,202210.0,64000,1,1,6,5.0,6.0,peugeot,308
Suzuki Vitara 1.5 140V Hybrid A/T 4X4 AllGrip...,24900,202501.0,1,3,1,6,3.0,6.0,suzuki,vitara
Ford Focus 1.5 EcoBlue 120 CV 5p. Active,15900,202006.0,70000,1,0,6,2.0,6.0,ford,focus
Peugeot 207 1.4 GPL NEOPATENTATI,3000,201001.0,170000,4,0,5,2.0,6.0,peugeot,207
Jeep Renegade 1.3 T4 DDCT Limited,18350,202112.0,45400,2,1,6,3.0,6.0,jeep,renegade
Audi A1 SPB 30 TFSI S tronic Advanced,20490,201903.0,51500,2,2,6,2.0,6.0,audi,a1
Ford Fiesta 1.1 75 CV GPL NEOPATENTATI,12000,202103.0,52500,4,0,6,2.0,6.0,ford,fiesta
Peugeot 308 1.5 HDi 130CV EAT8 ALLURE **PREZZO VER,15890,202002.0,58000,1,1,6,2.0,6.0,peugeot,308
Mini Clubman 1.6 16V One ADATTA NEOPATENTATI,5000,201105.0,160000,2,0,5,5.0,6.0,mini,clubman
VOLKSWAGEN T-Roc 1.0 TSI 115CV Style BMT GPL RATE,13900,201802.0,124000,4,0,6,3.0,6.0,volkswagen,t-roc
Porsche Macan 2.0 245 cv NO SUPERBOLLO,52000,202104.0,112000,2,1,6,3.0,6.0,porsche,macan
Fiat Panda 1.2 Dynamic,1500,201106.0,280000,2,0,5,2.0,6.0,fiat,panda
FIAT 500 1.3 Multijet 95 CV Lounge,10700,201707.0,95111,1,0,6,2.0,6.0,fiat,500
Toyota Yaris 1.0i 16V cat 5 porte NEOPATENTATI,2500,200506.0,140000,2,0,4,2.0,6.0,toyota,yaris
Opel Crossland Crossland 1.2 Turbo 12V 110 CV Star,14900,202102.0,31700,2,0,6,3.0,6.0,opel,crossland
Opel Corsa 1.4 90CV GPL NEOPATENTATI,7500,201601.0,80000,4,0,6,2.0,6.0,opel,corsa
Fiat 500 1.2 Lounge CAMBIO AUTOMATICO,5500,200904.0,160000,2,1,4,2.0,6.0,fiat,500
Kia Picanto 1.0 12V S,2400,200704.0,135000,2,0,4,2.0,6.0,kia,picanto
Fiat 500 1.0 Hybrid NEOPATENTATI,11000,202202.0,35000,3,0,6,2.0,6.0,fiat,500
Opel Agila 1.2 16V NEOPATENTATI,4000,201011.0,110000,2,0,4,2.0,6.0,opel,agila
LANCIA Ypsilon 1.0 FireFly 5 porte S&S Hybrid Ec,10500,202106.0,24500,3,0,6,2.0,6.0,lancia,ypsilon
Fiat 500 1.2 Pop **PREZZO REALE **,7900,201706.0,99800,2,0,6,2.0,6.0,fiat,500
Alfa Romeo Giulietta 1.6 JTDm TCT 120 CV Ti,14800,202009.0,40900,1,2,6,2.0,6.0,alfa romeo,romeo giulietta
Fiat 500 1.0 Hybrid Pop,10950,202101.0,24888,3,0,6,2.0,6.0,fiat,500
"PORSCHE Cayenne 4.0 V8 Turbo PDLS, Night, Tetto,",68000,201807.0,59000,2,1,6,3.0,6.0,porsche,cayenne
Daihatsu Terios 1.5 4WD GPL NUOVO,7500,200803.0,125000,4,0,4,3.0,6.0,daihatsu,terios
Fiat 500X 1.0 T3 120 CV Connect,13400,202101.0,41143,2,0,6,3.0,6.0,fiat,500x
Opel Meriva 1.4 16V Club,1950,200904.0,154000,2,0,4,1.0,6.0,opel,meriva
"SMART ForTwo 700 coupé pure CLIMA,CERCHI LEGA",4500,200602.0,127250,2,2,4,0.0,6.0,smart,fortwo
Kia Sportage 1.6 ECO GPL 2WD Class NEOPATENTATI,12490,201504.0,175000,4,0,5,5.0,6.0,kia,sportage
FIAT 500 1.3 MULTIJET CABRIO 16V 75CV POP NEOPATEN,7999,201006.0,199000,1,0,5,2.0,6.0,fiat,500
Fiat 500L 1.3 Multijet 85 CV Lounge neopatentati,8990,201410.0,173000,1,0,5,1.0,6.0,fiat,500l
Fiat Ducato 11 2.0 JTD PC Panorama 9 posti,14490,200411.0,9000,1,0,3,1.0,6.0,fiat,ducato
FIAT 500X 1.0T3 120CV CROSS MY23*24M.G.*C.L.17*R,14800,202207.0,57000,2,0,6,3.0,6.0,fiat,500x
MINI Countryman Mini Cooper D Countryman BUSINES,8900,201312.0,185000,1,0,5,3.0,6.0,mini,countryman
Jeep Renegade 1.6 Mjt 120 CV Longitude NEOPATENTAT,18500,201908.0,76000,1,0,6,3.0,6.0,jeep,renegade
Nissan Qashqai 1.5 dCi Visia,14490,201704.0,140000,1,0,6,3.0,6.0,nissan,qashqai
Fiat Punto 1.3 MJT 5 porte Pop NEOPATENTATI,5790,201204.0,225000,1,0,5,2.0,6.0,fiat,punto
Fiat Bravo 1.6 MJT 105 CV Emotion,4990,200810.0,161000,1,0,4,2.0,6.0,fiat,bravo
Fiat Punto Lounge *GPL INTEGRABILE,5990,201604.0,96000,2,0,6,2.0,6.0,fiat,punto
Peugeot 107 1.0 68CV 5p. Allure NEOPATENTATI,4490,201111.0,195000,2,0,5,2.0,6.0,peugeot,107
Fiat Panda 1.2 Easy,7990,201912.0,90000,2,0,6,2.0,6.0,fiat,panda
Ford Fiesta 1.2 16V 5p. Ghia NEOPATENTATI 75 CV,4200,200801.0,134000,2,0,4,2.0,6.0,ford,fiesta
Ford Fiesta Fiesta+ 1.4 3 porte Bz.- GPL,3900,201011.0,183000,2,0,5,2.0,6.0,ford,fiesta
Lancia Ypsilon Hybrid Ecochic *APPENA 12000km,10500,202007.0,12000,3,0,6,2.0,6.0,lancia,ypsilon
Seat Ibiza 1.4 TDI 90 CV CR 5p. Connect,3500,201612.0,127000,1,0,6,2.0,6.0,seat,ibiza
CHEVROLET CORVETTE C5 5.6 50TH BIRTHDAY 344 CV,29900,200404.0,128000,2,1,4,4.0,6.0,chevrolet,corvette
Ford Fiesta 1.5 TDCi 120 CV 5 porte ST-Line,13500,201804.0,89500,1,0,6,2.0,6.0,ford,fiesta
Opel Mokka 1.2 t Ultimate s&s 130cv at8,19500,202211.0,38518,2,1,6,3.0,6.0,opel,mokka
Opel Mokka 1.4 (4x4)GPLSCADENZA2032 Cosmo,10900,201601.0,125000,4,0,6,3.0,6.0,opel,mokka
Suzuki Swift 1.2 HYBRID AUTOMAT **LED-RETROCAM-NAV,16490,202101.0,47000,3,1,6,2.0,6.0,suzuki,swift
SMART FORTWO 70 1.0 TWINAMIC PRIME,12850,201802.0,127674,2,1,6,2.0,6.0,smart,fortwo
Land Rover Freelander 2.2 TD4 S.W. S,9700,201111.0,139000,1,0,5,5.0,6.0,land rover,rover freelander
Mini Cooper Clubman Mini 1.6 16V Chili Clubman,5500,200803.0,173600,2,0,4,5.0,6.0,mini,cooper
Fiat Tipo 1.6 Mjt S&S SW City Sport,14900,202105.0,65150,1,0,6,5.0,6.0,fiat,tipo
Fiat Qubo 1.4 8V 77 CV Active Natural Power,6900,201310.0,107000,5,0,5,1.0,6.0,fiat,qubo
Fiat 500 1.2 Lounge GPL - X NEOPATENTATI,5000,200901.0,187000,2,0,5,2.0,6.0,fiat,500
Ford EcoSport 1.0 EcoBoost 100 CV ST-Line Black Ed,16500,202002.0,44500,2,0,6,5.0,6.0,ford,ecosport
Smart ForTwo 800 40 kW cabrio passion cdi,4900,201103.0,250000,1,1,5,4.0,6.0,smart,fortwo
Fiat 500 1.2 FIRE GARANZIA 12 MESI,3250,200812.0,220000,2,0,5,2.0,6.0,fiat,500
Smart ForTwo 90 0.9 Turbo twinamic Passion,13900,201912.0,117500,2,1,6,6.0,6.0,smart,fortwo
FIAT PUNTO 1.2 CAT 3 PORTE VERVE,3950,200206.0,66548,2,0,3,2.0,6.0,fiat,punto
HONDA Civic 10ª serie - 2019,14690,201912.0,86500,1,1,6,2.0,6.0,honda,civic
Opel Corsa 1.2 Elegance,10900,202010.0,95600,2,0,6,2.0,6.0,opel,corsa
SMART FORTWO 1000 52KW COUPE' LIMITED TWO,4300,200806.0,196358,2,1,4,2.0,6.0,smart,fortwo
AUDI A3 2.0 16CV TDI ATTRACTION,3200,200505.0,278000,1,0,4,2.0,6.0,audi,a3
Chrysler PT Cruiser PT Cruiser 2.2 CRD cat Touring,3400,200407.0,158000,1,0,3,2.0,6.0,chrysler,pt cruiser
CITROEN C4 PICASSO 2.0 HDI - CAMBIO AUTOMATICO,3950,200704.0,219000,1,1,4,1.0,6.0,citroen,c4 picasso
OPEL Crossland 1500 ECOTEC D GS LINE 110CV CARPL,16470,202203.0,32000,1,0,6,3.0,6.0,opel,crossland
Ford EcoSport 1.5 TDCi 95 CV Titanium S NEOPATENTA,7800,201602.0,178900,1,0,6,3.0,6.0,ford,ecosport
Renault Clio TCe 12V 100 CV GPL 5 porte Intens NEO,11600,202006.0,99700,4,0,6,2.0,6.0,renault,clio
Jaguar E-Pace 2.0D I4 163 CV AWD Auto R-Dynamic SE,45900,202404.0,27000,3,1,6,5.0,6.0,jaguar,e-pace
Opel Meriva 1.3 CDTI 95CV ecoFLEX Cosmo ok neopate,3400,201210.0,239000,1,0,5,1.0,6.0,opel,meriva
"smart forfour 70 1.0 twinamic Passion, PANORA...",14500,201903.0,7602,2,1,6,2.0,6.0,smart,forfour
Ford Kuga 1.5 TDCI 120 CV S&S 2WD Plus,11900,201611.0,103400,1,0,6,3.0,6.0,ford,kuga
Ford B-Max 1.6 TDCi 95 CV Individual NEOPATENTATI,5750,201303.0,156000,1,0,5,1.0,6.0,ford,b-max
Hyundai i20 GPL EURO 5,5600,201408.0,90000,4,0,5,0.0,6.0,hyundai,i20
Renault Twingo SCe 65 CV Urban Night NEOPATENTATI,12900,202307.0,11800,2,0,6,2.0,6.0,renault,twingo
Toyota Auris 1.8 Hybrid Lounge,9800,201504.0,84047,3,1,5,2.0,6.0,toyota,auris
Smart ForTwo 1000 52 kW MHD coupé passion NEOPATEN,4900,201201.0,131100,2,1,5,2.0,6.0,smart,fortwo
Toyota Yaris 1.4 D-4D 5 porte Active,6900,201506.0,219000,1,0,6,2.0,6.0,toyota,yaris
Ford Ka 1.2 8V 69CV Titanium OK NEOPATENTATI,5300,201403.0,149900,2,0,6,2.0,6.0,ford,ka
Fiat 500L 1.4 95 CV S&S Cross,13800,202106.0,75000,2,0,6,1.0,6.0,fiat,500l
Toyota Aygo 1.0 12V VVT-i 5 porte Active Connect N,5450,201312.0,118000,2,0,5,2.0,6.0,toyota,aygo
Fiat Tipo 1.4 T-Jet 120CV GPL 5 Lounge *PREZZO OUT,5999,201701.0,208000,4,0,6,2.0,6.0,fiat,tipo
Fiat 500 1.2 Riva NEOPATENTATI,8200,201608.0,113800,2,0,6,2.0,6.0,fiat,500
FORD Focus 1.5 ecoblue 2020 UNI PROPRIETARIO,10500,202001.0,151000,1,0,6,5.0,6.0,ford,focus
Nissan Qashqai MHEV 140 CV N-Style,22900,202204.0,39390,3,0,6,3.0,6.0,nissan,qashqai
Peugeot 208 BlueHDi 75 S&S 5 porte Active OK NEOPA,7700,201710.0,143700,1,0,6,2.0,6.0,peugeot,208
Land Rover Freelander 2.2 TD4 S.W. HSE 4x4 PANORAM,6400,200907.0,186900,1,1,4,3.0,6.0,land rover,rover freelander
Alfa Romeo 147 1.6 16V TS 5 porte Exclusive GPL,2400,200611.0,194500,2,0,4,2.0,6.0,alfa romeo,romeo 147
AUDI Q2 35 TFSI 3X S-LINE MATRIX PANORAMA CERCHI,34890,202203.0,29000,2,0,6,3.0,6.0,audi,q2
Fiat Panda 1.2 Lounge OK NEOPATENTATI,6800,201602.0,169300,2,0,6,2.0,6.0,fiat,panda
Vendita Nissan Micra,1500,199904.0,120000,2,1,2,0.0,6.0,nissan,micra
FIAT Panda 1.0 FireFly S&S Hybrid City Life,12000,202210.0,37500,2,0,6,2.0,6.0,fiat,panda
Opel Antara 2.0 CDTI 150CV Edition Plus AUTOMATICA,1900,200805.0,199000,1,1,4,3.0,6.0,opel,antara
Renault Clio 1.2 75CV GPL 5 porte Costume National,5900,201501.0,178900,4,0,5,2.0,6.0,renault,clio
"Audi Q3 RSQ3 SPB quattro S tronic, TETTO APRI...",49900,202208.0,34110,2,1,6,3.0,6.0,audi,q3
Nissan Qashqai 1.5 dCi Acenta*Cronologia Tagliandi,15500,201803.0,74000,1,0,6,3.0,6.0,nissan,qashqai
Renault Clio 1.2 75CV 5 porte Costume National NEO,6400,201502.0,127000,2,0,5,2.0,6.0,renault,clio
Smart ForTwo 1000 52 kW coupé passion NEOPATENTATI,4400,201002.0,163900,2,1,5,2.0,6.0,smart,fortwo
Bmw X1 sDrive20d Attiva,6900,201210.0,200000,1,0,5,5.0,6.0,bmw,x1
Lancia Ypsilon 1.2 69 CV 5 porte GPL Ecochic Gold,8800,201802.0,113200,4,0,6,2.0,6.0,lancia,ypsilon
Land Rover Discovery 2.5 Tdi 3 porte Country,4200,199509.0,242000,1,0,1,3.0,6.0,land rover,rover discovery
Ford B-Max 1.0 EcoBoost 100 CV Titanium. NEOPATENT,5900,201601.0,156900,2,0,6,1.0,6.0,ford,b-max
Volkswagen Polo 1.4/69CV TDI 5p. Comfortline NEOPA,2700,200905.0,196700,1,0,4,2.0,6.0,volkswagen,polo
Fiat 500 1.0 Hybrid Pop,10900,202104.0,41000,3,0,6,2.0,6.0,fiat,500
Toyota Yaris Cross 1.5 Hybrid 5p. E-CVT Trend,23900,202209.0,30756,3,1,6,3.0,6.0,toyota,yaris
Volkswagen up! 1.0 5p. eco high up! BlueMotion Tec,8600,201609.0,143400,2,1,6,2.0,6.0,volkswagen,up
Renault Clio 1.5 dCi 8V 75CV 5 porte Live NEOPATEN,5300,201305.0,199000,1,0,5,2.0,6.0,renault,clio
Opel Corsa 1.2 Elegance GPL Euro6,11900,202002.0,100000,4,0,6,2.0,6.0,opel,corsa
Mini Cooper SD Countryman ** EURO 6 **,9999,201506.0,158000,1,0,6,3.0,6.0,mini,cooper
Nissan Micra 1.2 12V 5 porte Comfort OK NEOPATENTA,6800,201506.0,99800,2,0,6,2.0,6.0,nissan,micra
Nissan Qashqai MHEV 158 CV Xtronic 4WD Tekna+,32000,202302.0,21238,3,1,6,3.0,6.0,nissan,qashqai
Volkswagen Polo 1.0 MPI 75 CV 5p. Comfortline OK N,7900,201509.0,99500,2,0,6,2.0,6.0,volkswagen,polo
CITROEN Grand C4 Picasso 2.0 HDI ELEGANCE AUTOM,7470,201001.0,94000,1,1,4,1.0,6.0,citroen,grand c4 picasso
Volkswagen Taigo 1.0 TSI 95 CV Life,17990,202307.0,10,2,0,6,5.0,6.0,volkswagen,taigo
Opel Zafira Tourer 1.6 CDTi 136CV EURO 6 TETTO PAN,8900,201401.0,141000,1,0,6,1.0,6.0,opel,zafira tourer
VOLKSWAGEN T-Cross 1000 TSI R-LINE 110CV AUTOM C,20870,202204.0,50000,2,1,6,3.0,6.0,volkswagen,t-cross
FIAT Tipo 1000 LIFE 100 CV CAMERA PDC ANT&POST C,12470,202108.0,76000,2,0,6,2.0,6.0,fiat,tipo
TOYOTA Yaris 1500 HYBRID 5P ACTIVE AUTOM CAMERA,19470,202403.0,14000,3,1,6,2.0,6.0,toyota,yaris
FIAT Panda 1000 HYBRID CROSS 70CV CARPLAY CLIMAU,15700,202404.0,17000,3,0,6,2.0,6.0,fiat,panda
SMART ForTwo 1000 PASSION 52KW AUTOMATICA PDC SE,14870,201903.0,90000,2,1,5,0.0,6.0,smart,fortwo
FIAT Tipo 1000 LIFE 100 CV GPL CAMERA PDC ANT&PO,14370,202108.0,76000,4,0,6,2.0,6.0,fiat,tipo
Nissan Micra IG-T 100 5 porte Acenta,12500,202006.0,50311,2,0,6,2.0,6.0,nissan,micra
LANCIA Ypsilon 1000 HYBRID GOLD 70CV 5 PORTE CAR,12870,202212.0,31000,3,0,6,2.0,6.0,lancia,ypsilon
FIAT 500 1.2 Pop,10100,201812.0,63500,2,0,6,0.0,6.0,fiat,500
CITROEN C3 1200 PURETECH PLUS 83CV NAVI CARPLAY,14270,202404.0,17000,2,0,6,2.0,6.0,citroen,c3
SMART ForFour 1000 PASSION 52KW AUTOM CAM NAV CE,15870,201905.0,74000,2,1,6,2.0,6.0,smart,forfour
CITROEN C3 1200 PURETECH PLUS 83CV NAVI CARPLAY,14270,202405.0,21000,2,0,6,2.0,6.0,citroen,c3
FIAT Panda 1000 HYBRID CROSS 70CV CARPLAY PDC IT,15700,202404.0,23000,3,0,6,2.0,6.0,fiat,panda
JEEP Compass 1300 PHEV S AUTOM. 4XE CARPLAY NAV,25470,202303.0,45000,3,1,6,3.0,6.0,jeep,compass
CITROEN C3 Aircross 1500 BLUEHDI SHINE 110 CV NA,15970,202205.0,58000,1,0,6,2.0,6.0,citroen,c3 aircross
CITROEN C3 Aircross 1500 BLUEHDI SHINE 110 CV NA,16470,202204.0,56000,1,0,6,2.0,6.0,citroen,c3 aircross
VOLVO XC40 D4 BUSINESS PLUS AWD GEARTRONIC NAV F,24470,201905.0,110000,1,1,6,3.0,6.0,volvo,xc40
FIAT 500X 1300 MJT SPORT 95CV NAV CARPLAY VETRSC,19870,202305.0,50000,1,0,6,3.0,6.0,fiat,500x
CITROEN C3 1200 PURETECH PLUS 83CV NAVI CARPLAY,13870,202402.0,22000,2,0,6,2.0,6.0,citroen,c3
CITROEN C3 1200 PURETECH PLUS 83CV NAVI CARPLAY,13870,202402.0,23000,2,0,6,2.0,6.0,citroen,c3
FIAT Panda 1000 HYBRID CROSS 70CV CARPLAY PDC IT,15700,202404.0,23000,3,0,6,2.0,6.0,fiat,panda
MITSUBISHI Pajero 3200 16V DI-D 5PORTE AUTOM. 4X,7870,200009.0,252000,1,1,3,3.0,6.0,mitsubishi,pajero
Volkswagen Golf 1.0 etsi evo Life 110cv dsg,17900,202104.0,80865,3,1,6,2.0,6.0,volkswagen,golf
CITROEN C3 Aircross 1500 BLUEHDI SHINE 110 CV NA,16470,202203.0,45000,1,0,6,2.0,6.0,citroen,c3 aircross
CITROEN C5 Aircross 1500 BLUEHDI SHINE 130CV AUT,23870,202301.0,58000,1,1,6,3.0,6.0,citroen,c5 aircross
AUDI A1 SPB SPORTBACK 25 TFSI S-LINE CARPLAY PDC,22970,202210.0,32000,2,0,6,2.0,6.0,audi,a1
FIAT Doblo 1500 BLUEHDI FURGONE 100CV L2H1 3POST,20470,202503.0,1,1,0,6,1.0,6.0,fiat,doblo
NISSAN Juke 1000 DIG-T N-CONNECTA 114 CV CAMERA,18870,202312.0,13000,2,0,6,3.0,6.0,nissan,juke
CITROEN C3 Aircross 1500 BLUEHDI SHINE 110 CV PR,16470,202205.0,61000,1,0,6,2.0,6.0,citroen,c3 aircross
AUDI A1 SPB SPORTBACK 25 TFSI S-LINE CARPLAY PDC,22970,202209.0,20000,2,0,6,2.0,6.0,audi,a1
Smart forfour Forfour 1.3 Passion softouch,1800,200409.0,152378,2,1,4,2.0,6.0,smart,forfour
TOYOTA Yaris 1500 HYBRID 5P ACTIVE AUTOM CAMERA,19470,202403.0,16000,3,1,6,2.0,6.0,toyota,yaris
"FIAT 500 CERCHI ""16 + CLIMA AUTOMATICO + GPL",11990,202304.0,29900,2,0,6,0.0,6.0,fiat,500
CITROEN C3 Aircross 1200 PURETECH FEEL 110 CV AU,14970,201901.0,1,2,1,6,3.0,6.0,citroen,c3 aircross
PEUGEOT 2008 1200 PURETECH ALLURE 130CV EAT8 CAR,21770,202406.0,25000,2,1,6,3.0,6.0,peugeot,2008
PEUGEOT 2008 1200 PURETECH ALLURE 130CV EAT8 CAR,21770,202402.0,28000,2,1,6,3.0,6.0,peugeot,2008
CITROEN C3 Aircross 1500 BLUEHDI SHINE 110 CV NA,16700,202206.0,63000,1,0,6,2.0,6.0,citroen,c3 aircross
CITROEN C3 Aircross 1500 BLUEHDI SHINE 110 CV NA,15970,202205.0,60000,1,0,6,2.0,6.0,citroen,c3 aircross
PEUGEOT 2008 1200 PURETECH ALLURE 130CV EAT8 CAR,21770,202406.0,23000,2,1,6,3.0,6.0,peugeot,2008
NISSAN Juke 1000 DIG-T N-CONNECTA 114 CV CAMERA,19870,202403.0,13000,2,0,6,3.0,6.0,nissan,juke
TOYOTA Yaris 1500 HYBRID 5P ACTIVE AUT.ITA PREZZ,19970,202403.0,21000,3,1,6,2.0,6.0,toyota,yaris
PEUGEOT 2008 1.2PURETECH 100CV S&S ALLURE*C.L.17,16890,202303.0,12000,2,0,6,3.0,6.0,peugeot,2008
Ford Kuga 2.5 FULL HYBRID *59000KM*CONNECT,19999,202204.0,59000,3,1,6,3.0,6.0,ford,kuga
